,station_name,station_no,station_id,ts_id,ts_name,parametertype_id,parametertype_name,from,to
106,Son0122,SV-M11-01,13855,30470010,02.Final Water Elevation,536,Groundwater_elevation,2016-04-19T08:00:00.000Z,2017-10-08T08:00:00.000Z
107,Son0123,SV-M11-02,13856,30474010,02.Final Water Elevation,536,Groundwater_elevation,2013-05-05T08:00:00.000Z,2017-10-08T08:00:00.000Z
108,Son0124,SV-M12-01,13857,30478010,02.Final Water Elevation,536,Groundwater_elevation,2008-04-03T08:00:00.000Z,2017-10-05T08:00:00.000Z
109,Son0125,SV-M12-03,13858,30482010,02.Final Water Elevation,536,Groundwater_elevation,1975-05-01T08:00:00.000Z,2017-10-05T08:00:00.000Z
110,Son0127,SV-M13-02,13860,30490010,02.Final Water Elevation,536,Groundwater_elevation,1999-11-18T08:00:00.000Z,2017-12-01T08:00:00.000Z
111,Son0128,SV-M13-03,13861,30494010,02.Final Water Elevation,536,Groundwater_elevation,1999-04-06T08:00:00.000Z,2017-12-01T08:00:00.000Z
112,Son0130,SV-M13-05,13863,30502010,02.Final Water Elevation,536,Groundwater_elevation,2009-03-27T08:00:00.000Z,2009-04-17T08:00:00.000Z
113,Son0131,SV-M13-06,13864,30506010,02.Final Water Elevation,536,Groundwater_elevation,2005-08-21T08:00:00.000Z,2007-07-12T08:00:00.000Z
114,Son0132,SV-M13-07,13865,30510010,02.Final Water Elevation,536,Groundwater_elevation,2007-06-18T08:00:00.000Z,2013-08-21T08:00:00.000Z
115,Son0133,SV-M13-08,13866,30514010,02.Final Water Elevation,536,Groundwater_elevation,2002-10-18T08:00:00.000Z,2004-02-26T08:00:00.000Z
116,Son0134,SV-M13-09,13867,30518010,02.Final Water Elevation,536,Groundwater_elevation,1988-10-21T08:00:00.000Z,2013-04-10T08:00:00.000Z
117,Son0135,SV-M13-10,13868,30522010,02.Final Water Elevation,536,Groundwater_elevation,1993-03-02T08:00:00.000Z,2011-12-08T08:00:00.000Z
118,Son0136,SV-M13-11,13869,30526010,02.Final Water Elevation,536,Groundwater_elevation,1992-02-18T08:00:00.000Z,2012-01-24T08:00:00.000Z
119,Son0137,SV-M13-12,13870,30530010,02.Final Water Elevation,536,Groundwater_elevation,2008-01-07T08:00:00.000Z,2008-11-08T08:00:00.000Z
120,Son0138,SV-M13-13,13871,30534010,02.Final Water Elevation,536,Groundwater_elevation,2000-11-22T08:00:00.000Z,2011-08-11T08:00:00.000Z
121,Son0139,SV-M13-14,13872,30538010,02.Final Water Elevation,536,Groundwater_elevation,2009-04-15T08:00:00.000Z,2017-10-08T08:00:00.000Z
122,Son0144,SV-M14-01,13873,30542010,02.Final Water Elevation,536,Groundwater_elevation,2009-04-27T21:00:06.000Z,2022-10-31T08:00:00.000Z
123,Son0145,SV-M14-02,13874,30546010,02.Final Water Elevation,536,Groundwater_elevation,2009-11-12T08:00:00.000Z,2023-10-12T08:00:00.000Z
124,Son0146,SV-M14-03,13875,30550010,02.Final Water Elevation,536,Groundwater_elevation,1999-07-26T08:00:00.000Z,2016-06-17T08:00:00.000Z
125,Son0147,SV-M14-05,13876,30554010,02.Final Water Elevation,536,Groundwater_elevation,2001-03-13T08:00:00.000Z,2016-08-23T08:00:00.000Z
126,Son0148,SV-M14-06,13877,30558010,02.Final Water Elevation,536,Groundwater_elevation,2014-04-04T08:00:00.000Z,2014-04-04T08:00:00.000Z
127,Son0152,SV-M15-01,13878,30562010,02.Final Water Elevation,536,Groundwater_elevation,1999-11-19T08:00:00.000Z,2017-12-01T08:00:00.000Z
128,Son0153,SV-M15-02,13879,30566010,02.Final Water Elevation,536,Groundwater_elevation,1999-11-18T08:00:00.000Z,2017-12-01T08:00:00.000Z
129,Son0154,SV-M15-03,13880,30570010,02.Final Water Elevation,536,Groundwater_elevation,2009-11-20T08:00:00.000Z,2023-10-12T08:00:00.000Z
130,Son0155,SV-M15-04,13881,30574010,02.Final Water Elevation,536,Groundwater_elevation,2009-07-01T08:00:00.000Z,2018-08-06T22:30:00.000Z
131,Son0157,SV-M17-01,13882,30578010,02.Final Water Elevation,536,Groundwater_elevation,2003-12-23T08:00:00.000Z,2011-03-23T08:00:00.000Z
132,Son0158,SV-M17-02,13883,30582010,02.Final Water Elevation,536,Groundwater_elevation,1999-11-30T08:00:00.000Z,2015-02-25T08:00:00.000Z
133,Son0159,SV-M18-01,13884,30586010,02.Final Water Elevation,536,Groundwater_elevation,2009-04-15T08:00:00.000Z,2013-05-31T08:00:00.000Z
134,Son0160,SV-M18-02,13885,30590010,02.Final Water Elevation,536,Groundwater_elevation,1980-10-13T08:00:00.000Z,2018-03-19T08:00:00.000Z
135,Son0161,SV-M18-03,13886,30594010,02.Final Water Elevation,536,Groundwater_elevation,2012-04-19T08:00:00.000Z,2023-10-20T17:15:00.000Z
136,Son0162,SV-M18-05,13887,30598010,02.Final Water Elevation,536,Groundwater_elevation,2001-06-01T08:00:00.000Z,2009-09-02T08:00:00.000Z
137,Son0164,SV-N12-01,13888,30602010,02.Final Water Elevation,536,Groundwater_elevation,2009-04-24T20:48:00.000Z,2017-11-22T08:00:00.000Z
138,Son0165,SV-N12-02,13889,30606010,02.Final Water Elevation,536,Groundwater_elevation,2012-10-22T08:00:00.000Z,2017-11-22T08:00:00.000Z
139,Son0166,SV-N13-01,13890,30610010,02.Final Water Elevation,536,Groundwater_elevation,2000-05-04T08:00:00.000Z,2017-12-01T08:00:00.000Z
140,Son0167,SV-N13-02,13891,30614010,02.Final Water Elevation,536,Groundwater_elevation,1974-04-03T08:00:00.000Z,2018-03-19T08:00:00.000Z
141,Son0168,SV-N13-04,13892,30618010,02.Final Water Elevation,536,Groundwater_elevation,2004-01-20T08:00:00.000Z,2009-08-24T08:00:00.000Z
142,Son0169,SV-N13-06,13893,30622010,02.Final Water Elevation,536,Groundwater_elevation,1999-04-06T08:00:00.000Z,2023-12-01T08:00:00.000Z
143,Son0170,SV-N13-07,13894,30626010,02.Final Water Elevation,536,Groundwater_elevation,2009-04-15T17:45:01.000Z,2017-10-08T08:00:00.000Z
144,Son0171,SV-N13-08,13895,30630010,02.Final Water Elevation,536,Groundwater_elevation,2014-04-11T08:00:00.000Z,2021-10-20T08:00:00.000Z
145,Son0172,SV-N13-09,13896,30634010,02.Final Water Elevation,536,Groundwater_elevation,2015-10-27T08:00:00.000Z,2019-10-22T21:34:00.000Z
146,Son0174,SV-N14-02,13897,30638010,02.Final Water Elevation,536,Groundwater_elevation,2009-11-12T08:00:00.000Z,2023-10-12T08:00:00.000Z
147,Son0175,SV-N14-03,13898,30642010,02.Final Water Elevation,536,Groundwater_elevation,2014-04-11T08:00:00.000Z,2014-10-24T08:00:00.000Z
148,Son0176,SV-N15-02,13899,30646010,02.Final Water Elevation,536,Groundwater_elevation,1970-03-25T08:00:00.000Z,2024-05-01T08:00:00.000Z
149,Son0177,SV-N15-03,13900,30650010,02.Final Water Elevation,536,Groundwater_elevation,2009-01-02T08:00:00.000Z,2012-12-01T08:00:00.000Z
151,Son0179,SV-N16-03,13902,30658010,02.Final Water Elevation,536,Groundwater_elevation,2002-02-05T08:00:00.000Z,2008-12-22T08:00:00.000Z
152,Son0180,SV-N16-05,13903,30662010,02.Final Water Elevation,536,Groundwater_elevation,2009-01-02T08:00:00.000Z,2012-04-01T08:00:00.000Z
153,Son0183,SV-O11-01,13904,30666010,02.Final Water Elevation,536,Groundwater_elevation,1976-09-30T08:00:00.000Z,2017-09-01T08:00:00.000Z
154,Son0184,SV-O11-02,13905,30670010,02.Final Water Elevation,536,Groundwater_elevation,1985-08-01T08:00:00.000Z,2017-09-01T08:00:00.000Z
155,Son0185,SV-O11-03,13906,30674010,02.Final Water Elevation,536,Groundwater_elevation,1984-07-01T08:00:00.000Z,2017-09-01T08:00:00.000Z
156,Son0186,SV-O12-01,13907,30678010,02.Final Water Elevation,536,Groundwater_elevation,1973-09-30T08:00:00.000Z,2017-09-01T08:00:00.000Z
157,Son0187,SV-O12-02,13908,30682010,02.Final Water Elevation,536,Groundwater_elevation,1978-01-30T08:00:00.000Z,2017-09-01T08:00:00.000Z
158,Son0188,SV-O14-01,13909,30686010,02.Final Water Elevation,536,Groundwater_elevation,1980-10-13T08:00:00.000Z,2024-05-01T08:00:00.000Z
159,Son0189,SV-O15-01,13910,30690010,02.Final Water Elevation,536,Groundwater_elevation,2000-05-04T08:00:00.000Z,2023-10-20T20:00:00.000Z
160,Son0190,SV-O15-02,13911,30694010,02.Final Water Elevation,536,Groundwater_elevation,2014-04-04T08:00:00.000Z,2023-10-12T08:00:00.000Z
161,Son0191,SV-O17-01,13912,30698010,02.Final Water Elevation,536,Groundwater_elevation,2009-06-10T08:00:00.000Z,2023-10-12T08:00:00.000Z
162,Son0192,SV-P13-01,13913,30702010,02.Final Water Elevation,536,Groundwater_elevation,2009-04-20T20:53:04.000Z,2017-11-22T08:00:00.000Z
163,Son0193,SV-Q18-01,13914,30706010,02.Final Water Elevation,536,Groundwater_elevation,1980-10-30T08:00:00.000Z,2021-03-03T08:00:00.000Z
164,Son0126,SV-M13-01,13859,46440010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,1999-11-17T08:00:00.000Z,2023-12-01T08:00:00.000Z
165,Son0129,SV-M13-04,13862,46446010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,1999-04-19T08:00:00.000Z,2017-12-01T08:00:00.000Z
166,Son0001,SV-F06-01,13748,47376010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,1984-03-07T08:00:00.000Z,2017-10-07T08:00:00.000Z
167,Son0194,382410122311501,14200,48997010,02.Final Water Elevation,536,Groundwater_elevation,2012-06-21T16:40:00.000Z,2017-08-01T23:01:00.000Z
168,Son0199,382500122330501,14202,48999010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-13T22:00:00.000Z,2003-06-03T18:00:00.000Z
169,Son0201,382445122324901,14235,49001010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-29T17:20:00.000Z,2003-05-29T17:20:00.000Z
170,Son0203,382434122322801,14234,49003010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-22T20:08:00.000Z,2003-05-22T20:08:00.000Z
171,Son0213,382219122312501,14195,49005010,02.Final Water Elevation,536,Groundwater_elevation,2002-11-21T17:17:00.000Z,2002-11-21T17:17:00.000Z
172,Son0214,382227122312501,14233,49007010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-14T20:55:00.000Z,2003-05-14T20:55:00.000Z
173,Son0215,382307122311301,14196,49009010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-29T19:13:00.000Z,2003-05-29T19:13:00.000Z
174,Son0216,382614122310201,14206,49011010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-14T18:27:00.000Z,2003-06-03T03:10:00.000Z
175,Son0220,382045122302901,14193,49013010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-21T19:44:00.000Z,2003-06-05T02:30:00.000Z
176,Son0221,381951122302101,14191,49015010,02.Final Water Elevation,536,Groundwater_elevation,2012-08-22T16:35:00.000Z,2012-08-22T16:35:00.000Z
177,Son0222,381712122301901,14177,49017010,02.Final Water Elevation,536,Groundwater_elevation,2002-11-22T08:00:00.000Z,2002-11-22T20:24:00.000Z
178,Son0223,382047122300701,14230,49019010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-21T20:15:00.000Z,2003-05-21T20:15:00.000Z
179,Son0224,382056122300501,14231,49021010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-21T18:43:00.000Z,2003-05-21T18:43:00.000Z
180,Son0225,381805122295901,14226,49023010,02.Final Water Elevation,536,Groundwater_elevation,1978-12-21T08:00:00.000Z,1978-12-21T08:00:00.000Z
181,Son0226,382058122295701,14232,49025010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-21T18:11:00.000Z,2003-05-21T18:11:00.000Z
182,Son0231,381809122293301,14186,49027010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-21T08:00:00.000Z,2003-05-21T08:00:00.000Z
183,Son0233,381819122291401,14227,49029010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-15T00:13:00.000Z,2003-05-15T00:13:00.000Z
184,Son0235,381952122291201,14192,49031010,02.Final Water Elevation,536,Groundwater_elevation,2012-06-20T21:20:00.000Z,2012-06-20T21:20:00.000Z
185,Son0237,381933122290801,14229,49033010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-21T22:54:00.000Z,2003-05-21T22:54:00.000Z
186,Son0238,381433122290401,14147,49035010,02.Final Water Elevation,536,Groundwater_elevation,2012-04-26T17:25:00.000Z,2012-04-26T17:25:00.000Z
187,Son0243,381809122284301,14185,49037010,02.Final Water Elevation,536,Groundwater_elevation,2000-05-21T08:00:00.000Z,2002-11-22T17:55:00.000Z
188,Son0244,381913122284001,14228,49039010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-21T22:01:00.000Z,2003-05-21T22:01:00.000Z
189,Son0247,381657122282601,14222,49041010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-15T17:37:00.000Z,2003-05-15T17:37:00.000Z
190,Son0253,381624122275201,14175,49043010,02.Final Water Elevation,536,Groundwater_elevation,2012-07-10T16:30:00.000Z,2012-07-10T16:30:00.000Z
191,Son0260,381745122272701,14225,49045010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-15T22:15:00.000Z,2003-05-15T22:15:00.000Z
192,Son0263,381741122271901,14224,49047010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-20T22:39:00.000Z,2003-05-20T22:39:00.000Z
193,Son0265,381357122271801,14140,49049010,02.Final Water Elevation,536,Groundwater_elevation,2003-08-20T23:17:00.000Z,2003-08-20T23:17:00.000Z
194,Son0267,381313122271601,14134,49051010,02.Final Water Elevation,536,Groundwater_elevation,2003-08-20T21:34:00.000Z,2003-08-20T21:34:00.000Z
195,Son0269,381745122271301,14213,49053010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-20T21:37:00.000Z,2003-05-20T21:37:00.000Z
196,Son0275,381754122265601,14179,49055010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-20T21:04:00.000Z,2003-05-20T21:04:00.000Z
197,Son0277,381452122264801,14219,49057010,02.Final Water Elevation,536,Groundwater_elevation,1951-08-16T08:00:00.000Z,1983-10-11T08:00:00.000Z
198,Son0279,381509122264801,14161,49059010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-13T20:36:00.000Z,2003-05-13T20:36:00.000Z
199,Son0284,381650122262701,14221,49061010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-20T23:17:00.000Z,2003-05-20T23:17:00.000Z
201,Son0126,SV-M13-01,13859,64654010,DayMeanEdit,536,Groundwater_elevation,2018-02-07T08:00:00.000Z,2018-04-09T08:00:00.000Z
202,Son0129,SV-M13-04,13862,64655010,DayMeanEdit,536,Groundwater_elevation,2018-03-16T08:00:00.000Z,2018-04-09T08:00:00.000Z
203,Son0328,SCWA_7th-Street,13579,32306010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-09-11T08:00:00.000Z,2024-01-02T20:00:00.000Z
204,Son0347,SCWA_Adobe_Canyon-1,13580,32867010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2016-08-25T08:00:00.000Z,2024-01-02T21:00:00.000Z
205,Son0325,SCWA_Agua-Caliente-1,13581,32874010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-09-11T18:15:00.000Z,2024-01-02T23:00:00.000Z
206,Son0326,SCWA_Agua-Caliente-2,13582,32881010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-12-05T08:00:00.000Z,2014-12-04T18:59:00.000Z
207,Son0344,SCWA_CYMW-1a,13598,32923010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2016-06-28T20:00:00.000Z,2024-02-29T18:00:00.000Z
208,Son0345,SCWA_CYMW-1b,13599,32930010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2016-06-28T20:00:00.000Z,2024-02-29T18:00:00.000Z
209,Son0348,SCWA_Fowler_Creek-1,13604,32953010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2016-08-25T08:00:00.000Z,2023-12-27T15:00:00.000Z
210,Son0332,SCWA_K15-2,13621,32967010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,1999-11-05T08:00:00.000Z,2024-02-29T21:00:00.000Z
211,Son0340,SCWA_Napa_St_Piezo,13657,33030010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2014-07-29T08:00:00.000Z,2024-02-29T19:20:00.000Z
212,Son0339,SCWA_Verano_St_Piezo,13725,33079010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2014-07-29T08:00:00.000Z,2024-02-29T17:00:00.000Z
213,Son0327,SCWA_W-Thompson,13742,33170010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-06-27T19:00:00.000Z,2024-01-02T21:00:00.000Z
214,Son0334,SV-MON-1D,13684,33184010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-12-20T22:49:44.000Z,2021-07-21T18:00:00.000Z
215,Son0333,SV-MON-1S,13685,33191010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2014-02-11T08:00:00.000Z,2021-07-21T19:36:00.000Z
216,Son0335,SV-MON-2S,13686,33200010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-12-21T03:17:27.000Z,2021-07-21T19:00:00.000Z
217,Son0336,SV-MON-3S,13687,33207010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2014-02-11T08:00:00.000Z,2021-07-21T19:00:00.000Z
218,Son0329,SV-MON-563,13688,33214010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2001-05-02T08:00:00.000Z,2023-12-23T00:00:00.000Z
219,Son0330,SV-MON-674,13689,33221010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2001-05-07T08:00:00.000Z,2024-02-29T18:50:00.000Z
220,Son0331,SV-MON-92,13690,33228010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2001-05-07T08:00:00.000Z,2024-02-29T18:55:00.000Z
221,Son0322,SV-MW1-233,13691,33235010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-09-11T08:00:00.000Z,2023-12-26T22:00:00.000Z
222,Son0323,SV-MW1-365,13692,33242010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-09-11T08:00:00.000Z,2023-12-26T22:00:00.000Z
223,Son0337,SV-MW1-455D,13694,33249010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-06-29T00:30:00.000Z,2023-12-26T22:00:00.000Z
224,Son0321,SV-MW1-95,13695,33265010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-09-11T08:00:00.000Z,2023-12-26T22:00:00.000Z
225,Son0316,SV-MW2-100,13696,33273010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-09-11T08:00:00.000Z,2024-02-29T21:00:00.000Z
226,Son0317,SV-MW2-220,13697,33281010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2012-10-09T01:00:00.000Z,2023-05-02T22:26:00.000Z
227,Son0318,SV-MW2-409,13698,33288010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-09-11T08:00:00.000Z,2023-05-02T19:39:00.000Z
228,Son0338,SV-MW2-480D,13700,33296010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-09-11T08:00:00.000Z,2023-05-02T19:55:00.000Z
229,Son0319,SV-MW2-480,13699,33303010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2012-10-09T01:00:00.000Z,2024-02-29T20:00:00.000Z
230,Son0315,SV-MW2-52,13701,33311010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-09-11T08:00:00.000Z,2023-12-22T20:00:00.000Z
231,Son0320,SV-MW2-SW,13702,33319010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-09-11T08:00:00.000Z,2021-07-20T20:45:00.000Z
232,Son0342,SCWA_SVHS-MW-01D,13681,33327010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2014-06-17T19:31:19.000Z,2024-01-02T20:00:00.000Z
233,Son0341,SCWA_SVHS-MW-01S,13682,33334010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2014-06-17T19:37:23.000Z,2024-01-02T20:00:00.000Z
234,Son0343,SCWA_SVHS-MW-02,13683,33341010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2014-06-17T19:40:52.000Z,2024-01-02T20:00:00.000Z
235,Son0411,CitySon_well8,112816,46433010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2018-03-14T08:00:00.000Z,2018-09-27T18:28:00.000Z
236,Son0346,SCWA_TW_6a,13724,47381010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2000-12-01T08:00:00.000Z,2023-01-06T21:00:00.000Z
237,Son0286,381444122262101,14154,49063010,02.Final Water Elevation,536,Groundwater_elevation,2003-08-15T22:16:00.000Z,2003-08-15T22:16:00.000Z
238,Son0288,381700122261401,14176,49067010,02.Final Water Elevation,536,Groundwater_elevation,1950-01-18T08:00:00.000Z,1994-07-08T08:00:00.000Z
239,Son0292,381540122254701,14171,49069010,02.Final Water Elevation,536,Groundwater_elevation,2003-07-15T20:27:00.000Z,2003-07-15T20:27:00.000Z
240,Son0293,381540122254702,14220,49071010,02.Final Water Elevation,536,Groundwater_elevation,2003-07-15T20:39:00.000Z,2003-07-15T20:39:00.000Z
241,Son0299,381530122251602,14168,49073010,02.Final Water Elevation,536,Groundwater_elevation,2003-12-18T08:00:00.000Z,2003-12-18T08:00:00.000Z
242,Son0302,381448122250501,14157,49075010,02.Final Water Elevation,536,Groundwater_elevation,2003-09-05T01:29:00.000Z,2003-09-05T01:29:00.000Z
243,Son0303,381408122250501,14143,49077010,02.Final Water Elevation,536,Groundwater_elevation,2003-08-19T19:29:00.000Z,2003-08-19T19:29:00.000Z
244,Son0304,381359122245001,14141,49079010,02.Final Water Elevation,536,Groundwater_elevation,2003-08-13T18:56:00.000Z,2003-08-13T18:56:00.000Z
245,Son0308,381450122243701,14159,49081010,02.Final Water Elevation,536,Groundwater_elevation,2003-05-13T18:42:00.000Z,2003-05-13T18:42:00.000Z
249,Son0355,381519122263202,14214,49089010,02.Final Water Elevation,536,Groundwater_elevation,2015-10-20T22:20:00.000Z,2015-10-20T22:20:00.000Z
250,Son0549,SCWA_FC_MW_2s_Old,214024,56223010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2018-07-18T20:30:00.000Z,2020-03-10T20:06:00.000Z
251,Son0550,SCWA_FC-MW-2d_Old,214025,56232010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2018-07-18T21:31:00.000Z,2020-03-10T21:08:00.000Z
252,Son0551,SV-J08-06_Arnold,258064,56726010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2019-11-26T21:14:00.000Z,2023-11-29T20:00:00.000Z
253,Son0552,SV-J10-02_Madrone,314356,57951010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2019-11-26T20:57:00.000Z,2023-11-29T19:30:00.000Z
254,Son0553,SV-K11-02_StLeos,314384,57965010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2019-11-26T18:22:00.000Z,2023-11-29T19:30:00.000Z
255,Son0554,SV-L14-02_Leveroni,314572,57975010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2019-11-26T20:39:00.000Z,2023-11-29T19:00:00.000Z
256,Son0319,SV-MW2-480,13699,58412010,DayMeanEdit,536,Groundwater_elevation,2011-11-21T08:00:00.000Z,2024-02-29T08:00:00.000Z
257,Son0338,SV-MW2-480D,13700,58415010,DayMeanEdit,536,Groundwater_elevation,2011-11-04T08:00:00.000Z,2021-07-20T08:00:00.000Z
258,Son0339,SCWA_Verano_St_Piezo,13725,58417010,DayMeanEdit,536,Groundwater_elevation,2014-07-29T08:00:00.000Z,2024-02-29T08:00:00.000Z
259,Son0340,SCWA_Napa_St_Piezo,13657,58419010,DayMeanEdit,536,Groundwater_elevation,2014-07-29T08:00:00.000Z,2023-05-26T08:00:00.000Z
260,Son0341,SCWA_SVHS-MW-01S,13682,58421010,DayMeanEdit,536,Groundwater_elevation,2014-06-17T08:00:00.000Z,2024-01-02T08:00:00.000Z
261,Son0342,SCWA_SVHS-MW-01D,13681,58423010,DayMeanEdit,536,Groundwater_elevation,2014-06-17T08:00:00.000Z,2024-01-02T08:00:00.000Z
262,Son0343,SCWA_SVHS-MW-02,13683,58425010,DayMeanEdit,536,Groundwater_elevation,2014-06-17T08:00:00.000Z,2020-03-12T08:00:00.000Z
